payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
05/06/2025,121646.07,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,This draw is for expenses incurred to awards up to 04/30/2025. All expenses support the project scope of work as awarded and are requested on a cost reimbursement basis. Institutional policy requires the PI and team to ensure all expenses are allowed for the award and to review all expenses on a regular basis in accordance with the requirements of the award.,"NIH approves the payments for 4040569328 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","REGENTS OF THE UNIVERSITY OF COLORADO, THE",
05/05/2025,121626.98,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of grant payroll and supplies expenses,"NIH approves the payments for 4040566417 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","LOUISIANA ST UNIV, PENNINGTON BIOMEDICAL RES CTR",
04/28/2025,121581.43,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Payment is requested for actual allowable expenditures&iquest;incurred by the University in support of the programmatic tasks and activities outlined in the grant proposal and approved by the federal agency.,"NIH approves the payments for 4040556610 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF VERMONT,
04/22/2025,121548.12,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable and allocable costs in accordance with 2 CFR 200 for work funded by PAR052646D,"NIH approves the payments for 4040545222 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF FLORIDA,
04/29/2025,121493.41,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Grant Expenses,"NIH approves the payments for 4040559029 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",SAINT LOUIS UNIVERSITY,
05/09/2025,121492.99,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement for personnel (salary and fringe), other direct cost (supplies) and the associated indirect cost. Also reimbursement for tuition and subaward cost (no indirect cost)","NIH approves the payments for 4040575764 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF DELAWARE,
04/28/2025,121158.11,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of payroll and supply related expense for antibody and antigen discovery of clostridioides difficle vaccines,"NIH approves the payments for 4040556258 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",VANDERBILT UNIVERSITY MEDICAL CENTER,
05/09/2025,121158.11,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable expense for antibody and antigen discovery of clostridioides difficle vaccines,"NIH approves the payments for 4040576221 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",VANDERBILT UNIVERSITY MEDICAL CENTER,
04/30/2025,121027.65,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"For NIH Award P50MH136297, payment is for allowable personnel and/or research-related costs detailed in the agency-approved budget for this particular award.","NIH approves the payments for 4040560416 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",JOHNS HOPKINS UNIVERSITY,
04/29/2025,121000,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,subcontract U. Arizona,"NIH approves the payment for    RHL160424B         in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","PARMEDICS, INC.",
04/30/2025,120985.88,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of allowable payroll, supplies, and/or other project costs budgeted and approved by the funding agency","NIH approves the payments for 4040560256 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MARYLAND BALTIMORE PROFESSIONAL SCHOOLS,
04/30/2025,120967.75,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Final draw adjustment per close out reconciliation of award number UHD096875B. The University regularly monitors expenditures to ensure the accuracy of, and to adjust as necessary, its draw, return, and refund amount throughout the life of the award, and reviews its processes to implement adjustments as needed.","NIH approves the payment for  	UHD096875B          in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ILLINOIS AT CHICAGO,
05/06/2025,120921.82,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting funds to cover Salary &amp; Wages, Fringe Benefits, Maintenance &amp; Operations, Other Direct Costs, Indirect Costs, Contracting of Services expenses for the period of February 2025 in accordance with the approved scope of work and budget associated with LOC Doc ID RHL149678A.","NIH approves the payments for 4040568347 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF HOUSTON SYSTEM,
05/02/2025,120697.5,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"$39,993.17 for Facilities and Administration Cost, $8,297.96 for Fringe Benefits, $16,781.75 for Other Contractual Services, $39,071.77 for Salaries and Wages, $16,552.85 for Supplies and Materials","NIH approves the payments for 4040564826 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF WASHINGTON,
05/07/2025,120685.71,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Melanoma and Skin Cancer SPORE,"NIH approves the payments for 4040570323 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIVERSITY OF PITTSBURGH, THE",
04/28/2025,120624.07,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of salary and non-salary expenses for award UDA050072A; amounts were incurred in accordance with the sponsor approved budget.,"NIH approves the payments for 4040556486 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",YALE UNIVERSITY,
05/08/2025,120551.54,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for Grant Expenses,"NIH approves the payments for 4040573078 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","CAL ST LA UNIV AUXILIARY SERVICES, INC",
05/09/2025,120472.53,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of salaries, fringe and supply expenses for the project.","NIH approves the payments for 4040575462 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",DREXEL UNIVERSITY,
05/07/2025,120438.78,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,University of Pittsburgh Center for Vaccine Research Regional Biocontainment Laboratory Operations,"NIH approves the payments for 4040570323 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIVERSITY OF PITTSBURGH, THE",
