piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
75N91023F00002,Department of Health and Human Services,"GOVPLACE, INC.",8433551.48,COMPUTER APPLICATION DEVELOPMENT: LABARCHIVES ELECTRONIC LAB NOTEBOOKS FOR NATIONAL CANCER INSTITUTE AND PARTNER INSTITUTES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91023F00002&modNumber=P00002&idvAgencyID=&idvPIID=HHSN316201500056W&contractType=AWARD,7/25/2025,2376288
75ACF124F80032,Department of Health and Human Services,"JAMES BELL ASSOCIATES, INC.",3550807.71,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES EFFECT OF PRENATAL ALCOHOL AND OTHER DRUG PROGRAMS ON FASTER CARE PREVENTION & RAPID REUNIFICATION: LIVED EXPERIENCE VIEWS RESEARCH PROJECT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF124F80032&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA20D0008&contractType=AWARD,4/15/2025,2367492.15
75N92023F00002,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,7096894.68,23-004094 NHLBI SEQUENCING CORE FACILITY REQUIRES ILLUMINA KITS AND REAGENTS IN ORDER TO CARRY OUT NEXT-GENERATION SEQUENCING ON ILLUMINA INSTRUMENTS FOR SUPPORTED INVESTIGATORS.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92023F00002&modNumber=P00005&idvAgencyID=&idvPIID=75N92023A00025&contractType=AWARD,3/20/2025,2365335
75D30123F17296,Department of Health and Human Services,DELOITTE CONSULTING LLP,2703184,OA BUDGETARY SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17296&modNumber=P00003&idvAgencyID=&idvPIID=75D30121A10023&contractType=AWARD,2/13/2025,2362733.12
75FCMC24F0078,Department of Health and Human Services,"EMERGENT, LLC",62746968.85,SOFTWARE: ORACLE ENTERPRISE LICENSE AGREEMENT,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0078&modNumber=P00005&idvAgencyID=&idvPIID=NNG15SC33B&contractType=AWARD,7/17/2025,2354967.01
75N95024F00110,Department of Health and Human Services,"S C & A, INC.",2730784,HEAL NATIVE COLLECTIVE RESEARCH EFFORT TO ENHANCE WELLNESS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00110&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA20D002W&contractType=AWARD,5/5/2025,2351904
75FCMC24F0186,Department of Health and Human Services,ASCT SERVICES INC,3447543.9,CYTOLOGY TESTING IN LABORATORIES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0186&modNumber=P00002&idvAgencyID=&idvPIID=47QSMS24D001J&contractType=AWARD,5/20/2025,2339209
75FCMC23C0052,Department of Health and Human Services,LATITUDE PRIME LLC,4483400,"ORAL LANGUAGE INTERPRETATION SERVICES, OFFICE OF EQUAL OPPORTUNITY AND CIVIL RIGHTS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23C0052&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,6/26/2025,2330350
75FCMC20F0001,Department of Health and Human Services,"RELI GROUP, INC.",49728038.2,CONTRACT SUPPORT FOR COMPLIANCE SERVICES FOR NEW HEALTHCARE MODELS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC20F0001&modNumber=P00017&idvAgencyID=&idvPIID=75FCMC19D0094&contractType=AWARD,6/30/2025,2302655
75D30124C20205,Department of Health and Human Services,PCI GOVERNMENT SERVICES LLC,2800000,OC HEALTH COMMUNICATIONS AND SPEECH WRITING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C20205&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,2/7/2025,2284804.84
75D30123C17432,Department of Health and Human Services,"Veritas Management Group, Inc. (VMG)",4377245.66,"Office on Smoking and Health (OSH) Data Analysis, Statistical, Surveillance and Writing/Editing Support Services",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17432&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,2255849.65
75D30124F20149,Department of Health and Human Services,Cherokee Nation Strategic Programs,2778504.25,Management Consultant Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20149&modNumber=P00002&idvAgencyID=&idvPIID=47QRAD20D8141&contractType=AWARD,2/13/2025,2248580.37
75D30124F19690,Department of Health and Human Services,ADVANCED LABORATORIES INTERNATIONAL,2813064.38,Category: Service - Consultative/Professional Services. Description: Support for Worker Outreach program to worker and former-worker groups at the Department of Energy (DOE) and Atomic Worker Employer (AWE) sites that are covered by the Energy Employees Occupational Illness Act (EEOICPA).,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19690&modNumber=P00002&idvAgencyID=&idvPIID=GS00F067CA&contractType=AWARD,2/13/2025,2246961.46
75FCMC24F0108,Department of Health and Human Services,SOFTRAMS LLC,93111026,"CUSTOM COMPUTER PROGRAMMING SERVICES: ENHANCE THE FUNCTION AND CONTINUE OPERATIONS AND MAINTENANCE OF THE ACCOUNTABLE CARE ORGANIZATION MANAGEMENT SYSTEM, CENTERS FOR MEDICARE AND MEDICAID SERVICES",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0108&modNumber=P00003&idvAgencyID=&idvPIID=GS35F372DA&contractType=AWARD,8/13/2025,2239912.23
75D30124C19443,Department of Health and Human Services,"VERITAS MANAGEMENT GROUP, INC.",3030806.89,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES QI HEALTH SYSTEM INITIATIVE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C19443&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,4/3/2025,2230808.19
75F40124F19001,Department of Health and Human Services,SERVEFED INC.,22842216.94,OCCUPATIONAL HEALTH SERVICES SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19001&modNumber=P00001&idvAgencyID=&idvPIID=75F40124D00015&contractType=AWARD,9/23/2025,2223764.99
75FCMC23F0021,Department of Health and Human Services,DELOITTE CONSULTING LLP,22068862,Actuarial Review and Estimates for Prescription Drug & Medicare Adv Plan,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23F0021&modNumber=P00005&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD,3/24/2025,2219177
75F40124F19040,Department of Health and Human Services,INTERNATIONAL BUSINESS MACHINES CORPORATION,2737337.22,Testing and Implementation,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19040&modNumber=0&idvAgencyID=&idvPIID=75F40119A10019&contractType=AWARD,3/24/2025,2211341.46
75FCMC18F0089,Department of Health and Human Services,"LEWIN GROUP, INC., THE",30281448,BUNDLED PAYMENTS FOR CARE IMPROVEMENT ADVANCED (BPCI ADVANCED) EVALUATION,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC18F0089&modNumber=P00018&idvAgencyID=&idvPIID=HHSM500201400033I&contractType=AWARD,10/1/2025,2205290
75FCMC20F0003,Department of Health and Human Services,DELOITTE CONSULTING LLP,19138269,State Population Health Learning System,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC20F0003&modNumber=P00015&idvAgencyID=&idvPIID=75FCMC19D0085&contractType=AWARD,3/24/2025,2199717
75N97023F00045,Department of Health and Human Services,CARAHSOFT TECHNOLOGY CORP.,6497131.97,IT LICENSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N97023F00045&modNumber=P00037&idvAgencyID=&idvPIID=47QSWA18D008F&contractType=AWARD,4/8/2025,2190456.26
75R60224C00016,Department of Health and Human Services,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,11124137,"GRADUATE MEDICAL EDUCATION TECHNICAL ASSISTANCE, CENTER-BHW95",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224C00016&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,10/1/2025,2185897.87
75D30123F18255,Department of Health and Human Services,MOTIONPOINT CORPORATION,2931724.32,TRANSLATION & HOSTING LICENSE SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F18255&modNumber=P00002&idvAgencyID=&idvPIID=GS10F0157S&contractType=AWARD,5/8/2025,2150706.6
75N95025F00001,Department of Health and Human Services,LCG SYSTEMS LLC,17212761.36,"INFRASTRUCTURE AND END USER INFORMATION TECHNOLOGY SUPPORT, NATIONAL INSTITUTE ON DRUG ABUSE",CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95025F00001&modNumber=P00001&idvAgencyID=&idvPIID=HHSN316201200155W&contractType=AWARD,8/8/2025,2145884.96
75FCMC24F0140,Department of Health and Human Services,BOOZ ALLEN HAMILTON INC.,24546535.65,HEALTH INFORMATICS STRATEGY AND SUPPORT (HISS),OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0140&modNumber=P00002&idvAgencyID=&idvPIID=GS00F008DA&contractType=AWARD,10/1/2025,2142095.66
75D30124C19389,Department of Health and Human Services,GREENRUSH COMPLIANCE INC,2622201.6,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C19389&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,4/1/2025,2133196.8
75D30122F00004,Department of Health and Human Services,"GOLDBELT C6, LLC",7459240.88,MISSION SUPPORT FOR THE PREPARATION OF TOXICOLOGICAL PROFILES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122F00004&modNumber=P00008&idvAgencyID=&idvPIID=75D30121D11230&contractType=AWARD,4/23/2025,2129726.96
75D30124F19833,Department of Health and Human Services,RESEARCH TRIANGLE INSTITUTE,7981023,TOBACCO CAMPAIGN ASSISTANCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19833&modNumber=P00001&idvAgencyID=&idvPIID=47QRAD21DU101&contractType=AWARD,5/6/2025,2129413
75D30121F11257,Department of Health and Human Services,"ICF MACRO, INC",3202671.94,QUALITATIVE INQUIRY STUDY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121F11257&modNumber=P00007&idvAgencyID=&idvPIID=GS00F189CA&contractType=AWARD,4/29/2025,2125771.72
75FCMC19F0003,Department of Health and Human Services,"MATHEMATICA POLICY RESEARCH, INC.",14374260,DESIGN AND IMPLEMENT AN INDEPENDENT EVALUATION OF THE MARYLAND TOTAL COST OF CARE (MD TCOC) MODEL,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC19F0003&modNumber=P00012&idvAgencyID=&idvPIID=HHSM500201400034I&contractType=AWARD,9/30/2025,2092381
75D30122C14014,Department of Health and Human Services,"GOLDBELT APEX, LLC",8503973.76,PROGRAM AND ADMIN SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C14014&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD,3/13/2025,2079911.59
75D30122C15676,Department of Health and Human Services,WILLIAMS CONSULTING LLC,4185177.24,"The purpose is to provide continuous support to CDC-funded recipients and stakeholders on the development, implementation, translation, and monitoring and evaluation of their HIV prevention programs through a centralized, coordinated NHM&E Service Center.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C15676&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,2/13/2025,2066070.7
75F40122C00196,Department of Health and Human Services,"CRITICAL PATH INSTITUTE, THE",4418256.96,STANDARDIZED FRAMEWORK TO SUPPORT FDA QUALIFICATION OF COMPLEX IN VITRO MODELS FOR USE IN REGULATORY SUBMISSIONS.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122C00196&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,4/21/2025,2033785.1
75FCMC22F0116,Department of Health and Human Services,NAVA PBC,29349113.01,CUSTOM COMPUTER PROGRAMMING SERVICES: CARE CHOICE EXPERIENCE PROGRAM 2.0,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22F0116&modNumber=P00007&idvAgencyID=&idvPIID=47QTCA18D008M&contractType=AWARD,7/31/2025,2030077.71
75D30124F18416,Department of Health and Human Services,GUIDEHOUSE INC.,3284905.24,ENTERPRISE RISK MANAGEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F18416&modNumber=P00003&idvAgencyID=&idvPIID=GS00F045DA&contractType=AWARD,3/19/2025,2028022
140D0421F0658,Department of Health and Human Services,"CUSTOMER VALUE PARTNERS, LLC",30969922.39,COMPUTER SYSTEMS DESIGN SERVICES: ENTERPRISE CYBERSECURITY SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0421F0658&modNumber=P00021&idvAgencyID=&idvPIID=HHSN316201200125W&contractType=AWARD,7/30/2025,2026113.97
75D30124F18604,Department of Health and Human Services,PERATON INC.,9941859.77,"COMPUTER SYSTEMS DESIGN SERVICES: DATA SCIENCE, NATIONAL CENTER FOR IMMUNIZATION AND RESPIRATORY DISEASES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F18604&modNumber=P00005&idvAgencyID=&idvPIID=47QTCK18D0011&contractType=AWARD,8/13/2025,2023258.68
75D30121C10259,Department of Health and Human Services,"CHEROKEE NATION OPERATIONAL SOLUTIONS, L.L.C.",7188043.59,EVALUATION TECHNICAL ASSISTANCE PROFESSIONAL SERVICES.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C10259&modNumber=P00014&idvAgencyID=&idvPIID=&contractType=AWARD,4/23/2025,2005524.05
75D30124F19935,Department of Health and Human Services,RESEARCH TRIANGLE INSTITUTE,2711357.84,PROMOTION OF THE NATIONAL FIREFIGHTER REGISTRY FOR CANCER,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19935&modNumber=P00003&idvAgencyID=&idvPIID=47QRAD21DU101&contractType=AWARD,4/30/2025,1998294.31
75N91024F00001,Department of Health and Human Services,AMERICAN TYPE CULTURE COLLECTION,7370205,HEALTH BASIC RESEARCH: BIOSPECIMEN AND ASSAY SUPPORT SERVICES,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00001&modNumber=P00005&idvAgencyID=&idvPIID=75N91022D00002&contractType=AWARD,8/25/2025,1976000
75Q80125F80002,Department of Health and Human Services,ATW HEALTH SOLUTIONS INC.,2410103,TECHNICAL ASSISTANCE - PATIENT SAFETY SURVEILLANCE MEASUREMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7528&PIID=75Q80125F80002&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA22D006G&contractType=AWARD,5/14/2025,1954324
75ACF125F80003,Department of Health and Human Services,"URBAN INSTITUTE,THE",2423462,Child Welfare Research & Data Analytics,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF125F80003&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D003Z&contractType=AWARD,2/23/2025,1953895
75FCMC22C0018,Department of Health and Human Services,FIRST COAST SERVICE OPTIONS INC,567168805,MEDICARE PART A/PART B ADMINISTRATIVE CONTRACTOR (MAC) JURISDICTION N,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22C0018&modNumber=P00037&idvAgencyID=&idvPIID=&contractType=AWARD,10/1/2025,1940349
75D30123F17783,Department of Health and Human Services,FACETS CONSULTING LLP,3491174.36,ENROLL FIREFIGHTERS IN THE NATIONAL FIREFIGHTER REGISTRY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17783&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA22D00EN&contractType=AWARD,5/1/2025,1931943.09
75N98021F00362,Department of Health and Human Services,"WESTAT, INC.",3132252,NIH CLIMATE SURVEY SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98021F00362&modNumber=P00009&idvAgencyID=&idvPIID=GS00F009DA&contractType=AWARD,2/3/2025,1927361
75D30124F00012,Department of Health and Human Services,"CHENEGA ENTERPRISE SYSTEMS & SOLUTIONS, LLC",2095824,High Reliability Organizations (HRO) IT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00012&modNumber=P00001&idvAgencyID=&idvPIID=75D30123D16080&contractType=AWARD,5/2/2025,1921172
75FCMC21F0094,Department of Health and Human Services,NATIONAL COMMITTEE FOR QUALITY ASSURANCE,18747551,PERFORMANCE MEASUREMENT FOR THE MEDICARE ADVANTAGE PROGRAM,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC21F0094&modNumber=P00009&idvAgencyID=&idvPIID=GS10F0012Y&contractType=AWARD,9/29/2025,1920438
200202214180,Department of Health and Human Services,"ASRT, INC",3852107,Evaluation Support Specialist,No Match in FPDS Log,,2/13/2025,1904983
75D30123F17598,Department of Health and Human Services,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",3983443.38,EVALUATION OF OPIOID GUIDELINE UPTAKE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17598&modNumber=P00001&idvAgencyID=&idvPIID=GS00Q14OADU116&contractType=AWARD,3/24/2025,1897810.19
75F40123F80420,Department of Health and Human Services,"IQ SOLUTIONS, INC.",3203627.6,MPLEMENTATION AND MAINTENANCE OF COMPREHENSIVE STRATEGIC COMMUNICATION PLAN,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F80420&modNumber=P00003&idvAgencyID=&idvPIID=GS00F083CA&contractType=AWARD,5/6/2025,1896521.05
75D30123C16323,Department of Health and Human Services,BEVERA SOLUTIONS LLC,3848892,TECH AND ADMIN SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C16323&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,2/13/2025,1896418
75FCMC24F0150,Department of Health and Human Services,DELOITTE CONSULTING LLP,7381955.83,"MODERN COMMUNICATION AND COLLABORATION SERVICES: CONSULTATIVE THOUGHT PARTNERS WHO PROVIDE SERVICES TO COMMUNICATE, COLLABORATE, AND COORDINATE PROGRAM AND PRODUCT DEVELOPMENT, CENTERS FOR MEDICARE & MEDICAID SERVICES",OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0150&modNumber=P00001&idvAgencyID=&idvPIID=75FCMC20A0013&contractType=AWARD,7/17/2025,1890910.41
75ACF124P00004,Department of Health and Human Services,"KAIVA SERVICES, LLC",2328487.8,ORR SENIOR EXECUTIVE LEADERSHIP AND SUPERVISORY COACHING TRAINING PROGRAM.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF124P00004&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/18/2025,1889906.48
75FCMC22F0001,Department of Health and Human Services,"CUSTOMER VALUE PARTNERS, INC.",37909862.06,COMPUTER SYSTEMS DESIGN SERVICES: WEBSITE QUALITY CONTROL 2.0,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22F0001&modNumber=P00007&idvAgencyID=&idvPIID=HHSM500201600034I&contractType=AWARD,7/31/2025,1878599.4
75D30123C17591,Department of Health and Human Services,K.L. SCOTT & ASSOCIATES LLC,2999626,OSH HE FACILITATION AND TRAINING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17591&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,1864376.84
75ACF124F80059,Department of Health and Human Services,BIXAL SOLUTIONS INCORPORATED,2474075,"MARKETING CONSULTING SERVICES: ORGANIZATIONAL DESIGN AND CAPACITY BUILDING, ADMINISTRATION FOR CHILDREN AND FAMILIES EXPERIENCE",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF124F80059&modNumber=P00002&idvAgencyID=&idvPIID=GS00F439GA&contractType=AWARD,6/9/2025,1859395
75N93022F00001,Department of Health and Human Services,UTAH STATE UNIVERSITY,2990241,"HEALTH BASIC RESEARCH: PRECLINICAL MODELS OF INFECTIOUS DISEASES, HIGH THROUGHPUT EVALUATION OF THERAPEUTICS IN SMALL ANIMAL MODELS OF CORONAVIRUS INFECTION",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93022F00001&modNumber=P00004&idvAgencyID=&idvPIID=HHSN272201700041I&contractType=AWARD,8/14/2025,1837866
75F40123F19008,Department of Health and Human Services,"ICF INCORPORATED, L.L.C.",7443537.72,ODT - ETO INSPECTION PROGRAM AND DME SERVICE SUPPORT CONTINUATION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123F19008&modNumber=P00006&idvAgencyID=&idvPIID=75F40120A00042&contractType=AWARD,4/10/2025,1808963.22
