date,agency,recipient,value,savings,link,description
3/23/2025,Department of Health and Human Services,SCRIPPS RESEARCH INSTITUTE,67624156,11023485,,"CENTER FOR ANTIVIRAL MEDICINES & PANDEMIC PREPAREDNESS (CAMPP) - SUMMARY THE ONGOING COVID-19 PANDEMIC HAS BROUGHT TO LIGHT AN URGENT NEED TO ENHANCE THE THERAPEUTIC PREPAREDNESS FOR FUTURE VIRAL OUTBREAKS AND PANDEMICS. THE OVERARCHING GOAL OF THE â€œCENTER FOR ANTIVIRAL MEDICINES & PANDEMIC PREPAREDNESSâ€ (CAMPP) IS THUS TO DEVELOP NOVEL STRATEGIES AND ENHANCE THE DRUG DISCOVERY PIPELINES FOR DIRECT-ACTING ANTIVIRALS AGAINST RNA VIRUSES OF PANDEMIC CONCERN. THE SPECIFIC FOCUS OF CAMPP WILL BE TO DEVELOP ANTIVIRALS AGAINST CORONAVIRUSES SARS-COV-2 (SCV2), SARS AND MERS; FLAVIVIRUSES INCLUDING ZIKA, WEST NILE AND DENGUE VIRUS; AND HEMORRHAGIC FEVER VIRUSES INCLUDING THE FILOVIRUS EBOLA, AND BUNYAVIRUSES SEVERE FEVER WITH THROMBOCYTOPENIA SYNDROME VIRUS AND LASSA VIRUS. INFECTION BY ANY OF THESE AGENTS HAS THE POTENTIAL TO CAUSE SEVERE HUMAN DISEASE WITH SIGNIFICANT MORTALITY RATES AND CURRENT OPTIONS FOR ANTIVIRAL TREATMENTS ARE LIMITED. THE ANTIVIRAL DRUG REMDESIVIR AND SEVERAL MONOCLONAL ANTIBODY TREATMENTS HAVE RECEIVED EMERGENCY USE AUTHORIZATION (EUA) FOR TREATMENT OF COVID-19, AND THE POLYMERASE INHIBITOR MOLNUPIRAVIR BY MERCK IS EXPECTED TO BE GRANTED EUA IN THE NEAR FUTURE. MONOCLONAL ANTIBODIES ARE ALSO AVAILABLE TO TREAT EBOLA VIRUS INFECTION, HOWEVER, NONE OF THESE DRUGS CAN BE ADMINISTERED ORALLY, POSING ADDITIONAL CHALLENGES IN TREATING EARLY INFECTION. THERE ARE NO APPROVED TREATMENTS FOR THE CAMPP FLAVIVIRUSES AND HEMORRHAGIC FEVER VIRUSES. TOWARD THIS END, WE HAVE ASSEMBLED A WORLD CLASS MULTIDISCIPLINARY TEAM OF INVESTIGATORS WITH EXPERTISE IN VIROLOGY OF RELEVANT VIRUSES, STRUCTURAL AND COMPUTATIONAL BIOLOGY, CHEMOPROTEOMICS, PHARMACOLOGY AND ORGANOID/ANIMAL MODELS, WHO WILL WORK CLOSELY WITH THE DRUG DEVELOPMENT EXPERTS AT THE DRUG DISCOVERY DIVISION OF THE SCRIPPS RESEARCH INSTITUTE, CALIBR, TO FURTHER THE DEVELOPMENT OF FOUR MAJOR CLASSES OF PROMISING ASSETS IN OUR DRUG DISCOVERY PIPELINE. FIRST, WE PROPOSE TO DEVELOP A POTENTIALLY BEST-IN-CLASS, ORALLY BIOAVAILABLE CORONAVIRUS PROTEASE (CLPRO) INHIBITOR FOR CORONAVIRUSES INCLUDING SCV2, FROM A LATE-STAGE DRUG ASSET UNDERGOING ADME OPTIMIZATION THAT IS EXPECTED TO ENTER IND-ENABLING STUDIES WITHIN THE NEXT THREE YEARS. SECOND, WE WILL IDENTIFY AND OPTIMIZE RNA POLYMERASE INHIBITORS FOR SCV2 AND OTHER CAMPP VIRUSES, WITH THE GOAL OF REACHING IND-ENABLING STUDIES WITHIN THE NEXT FOUR YEARS. THE THIRD FOCUS OF OUR PROPOSAL IS TO DEVELOP ANTIVIRALS AGAINST OTHER â€˜DRUGGABLEâ€™ PROTEINS ENCODED BY SCV2 AND ADDITIONAL VIRUSES POSING A PANDEMIC THREAT; THESE ASSETS INCLUDE INHIBITORS OF SCV2 HELICASE, E-PROTEIN ENCODED ION CHANNEL ACTIVITY, ENTRY AND FUSION ACTIVITIES, AND NUCLEOCAPSID, WITH THE GOAL OF OBTAINING IN VIVO PROOF-OF-CONCEPT FOR A SUBSET OF THESE MID-STAGE ASSETS. FINALLY, WE PROPOSE TO TARGET TRADITIONALLY CONSIDERED â€˜UNDRUGGABLEâ€™ NON-ENZYMATIC PROTEINS INCLUDING SCV2 AND FLAVIVIRAL STRUCTURAL PROTEINS AS WELL AS RNA STRUCTURE, TO DEVELOP NOVEL STRATEGIES FOR ANTIVIRAL DRUG DEVELOPMENT. CAMPP PROVIDES A HIGHLY INTEGRATED INFRASTRUCTURE OF INVESTIGATORS, EXPERTISE AND EXTERNAL PHARMACEUTICAL AND FOUNDING PARTNERS THAT WILL ENSURE THE CENTERâ€™S SUCCESS IN ACHIEVING OUR GOALS AND NAVIGATING CHALLENGES OF THE DRUG DISCOVERY PROCESS."
3/23/2025,Department of Health and Human Services,INDIANA STATE DEPARTMENT OF HEALTH,35731976,10882234,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,118690218,10776281,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,MN ST DEPARTMENT OF HUMAN SERVICES,19510440,10702295,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,IN ST DEPARTMENT OF MENTAL HEALTH,25576844,10697915,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/24/2025,Department of Health and Human Services,CT ST DEPT OF PUBLIC HEALTH,23489150,10616671.98,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,HOUSTON CITY HEALTH & HUMAN SERVICES DEPARTMENT,62239284,10470091,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,COUNCIL OF MEDICAL SPECIALTY SOCIETIES,32251598,10468131,,"CDC-RFA-IP21-2111 IMPROVING ADULT IMMUNIZATION RATES FOR COVID-19, INFLUENZA, AND ROUTINE ADULT VACCINATION THROUGH PARTNERSHIPS WITH MEDICAL SUBSPECIALTY SOCIETIES"
3/24/2025,Department of Health and Human Services,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",29660002,10455540.98,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,DC DEPARTMENT OF HEALTH CARE FINANCE,40621771,10426688.12,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,INDIANA STATE DEPARTMENT OF HEALTH,34673864,10352840,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/21/2025,Department of Health and Human Services,"WESTAT, INC.",24596695,10317272.5,https://usaspending.gov/award/ASST_NON_UM2HD111076_7529,Children's Hospital Los Angeles Site Consortium - Adolescent Medicine Trials Network for HIV/AIDS Interventions (ATN) Operations and Collaborations Center (UM2 Clinical Trial Optional)
3/23/2025,Department of Health and Human Services,WEST VIRGINIA STATE HEALTH DEPARTMENT,30370777,10220610,,West Virginia Health Disparities Hub and Spoke: Expanding Capacity of Health.
3/21/2025,Department of Health and Human Services,UNIVERSITY OF CALIFORNIA AT DAVIS,35957257,10169459.22,https://usaspending.gov/award/ASST_NON_U19NS120384_7529,The Clinical Significance of Incidental White Matter Lesions on MRI Amongst a Diverse Population with Cognitive Complaints (INDEED)
3/24/2025,Department of Health and Human Services,DEPARTMENT OF HEALTH NEW MEXICO,29104296,10099879.69,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,MA ST DEPARTMENT OF MENTAL HEALTH,28589013,10091865,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,WEST VIRGINIA STATE HEALTH DEPARTMENT,21473262,10070212,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,DIVISION OF CHILD AND FAMILY SERVICES,15102828,10030505,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,"HEALTH, FLORIDA DEPARTMENT OF",420883713,10003797,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,GA Dept of Behavioral Health and DE,46264340,9934803,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,34080590,9814397,,"South Carolina's Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities"
3/24/2025,Department of Health and Human Services,KY ST CABINET FOR HEALTH AND FAMILY SERVICES,42671367,9798986.12,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,State Of New Mexico,38523202,9727691.6,,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities"
3/23/2025,Department of Health and Human Services,ARKANSAS DEPARTMENT OF HEALTH,21230264,9589090,,"CDC-RFA-IP19-1901 Immunization and Vaccines for Children, Supplemental Funds HHS Bridge Access Program"
3/24/2025,Department of Health and Human Services,MN ST DEPARTMENT OF HEALTH,32716008,9547867.57,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,TX DEPT OF STATE HEALTH SERVICES,39243025,9525097,,CK19-1904 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/24/2025,Department of Health and Human Services,NC ST DEPARTMENT OF HEALTH & HUMAN SERVICES,10000000,9512994.7,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,PR ADMIN OF MH & ANTI-ADDICTION SERVICES,18182788,9501545,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,CA Department of Health Care Services,238465012,9476207,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/24/2025,Department of Health and Human Services,KY ST CABINET FOR HEALTH AND FAMILY SERVICES,23010465,9332951.82,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,HI ST DEPARTMENT OF HEALTH,27332852,9312465.74,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,MS ST DEPARTMENT OF MENTAL HEALTH,13052279,9216029,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,ST LOUIS COUNTY DIVISION OF PUBLIC HEALTH,14134989,9154996,,St. Louis CHWs for Regional COVID Response and Resilient Communities
3/23/2025,Department of Health and Human Services,MS ST DEPARTMENT OF MENTAL HEALTH,11173892,9153584,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,WI ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,24630652,9106772,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,TN ST DEPARTMENT OF MENTAL HEALTH,27280443,9022468,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/24/2025,Department of Health and Human Services,NY ST DEPT OF HEALTH,11958985,8905512.92,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,AK ST DHSS,42106547,8842425,,Alaska DPH: Building Epidemiology and Laboratory Capacity
3/23/2025,Department of Health and Human Services,INTERNATIONAL FERTILITY RESEARCH PROGRAM,22082664,8787242,,"Abstract: The novel virus, SARS-CoV-2, which causes Coronavirus Disease – 2019 (COVID-19) is a significant threat to public health. SARS-CoV-2 is both highly transmissible, as is evidenced by the current pandemic, and can lead to clinically significant COVID-19 disease. In severe and critical cases SARS-CoV-2 infection causes progressive pulmonary infection, complicated by respiratory failure, with a high prevalence of acute respiratory distress syndrome. Out of all age groups, older adults have the greatest risk of experiencing severe COVID-19 disease and its associated complications (CDC 2020; Grabowski and Mor 2020). Globally, there are a number of reports of COVID-19 rapidly spreading among the residents of skilled nursing facilities. Sadly, these nursing home residents also have high associated rates of both morbidity and mortality (Arons et al. 2020; Grabowski and Mor 2020; Graham et al. 2020). In the United States (US), at least 153,000 nursing home residents and employees have contracted COVID-19 disease and account for 35% of the country’s deaths (Werner et al. 2020). With more than 1.3 million Americans living in nursing homes (CDC 2016), there is an urgent need for effective, preventative strategies. CoVPN 3501 is a randomized, double-blind, placebo-controlled, prophylaxis study to evaluate the efficacy and safety of the intravenous mAb, LY3819253, in preventing SARS-CoV-2 infection and COVID-19, compared to placebo. It is expected that 1700-2400 participants (intent-to-treat [ITT] population) will be randomly assigned to study intervention such that approximately 1300 SARS-CoV-2 negative participants are randomized in the study with the goal of achieving approximately 33 events (in each of the primary and key secondary endpoints). This study will evaluate the effectiveness and safety of a monoclonal antibody (mAb), LY3819253, in preventing SARS-CoV-2 infection and COVID-19 disease in nursing home facility staff and residents."
3/23/2025,Department of Health and Human Services,SD ST DEPARTMENT OF HEALTH,37422829,8771179,,South Dakota Department of Health CDC Health Disparities Grant
3/24/2025,Department of Health and Human Services,OR ST HEALTH DIVISION,48358517,8705363.98,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,ILLINOIS DEPT OF HUMAN SERVICES,54758808,8692784,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/24/2025,Department of Health and Human Services,DC DEPARTMENT OF HEALTH CARE FINANCE,38571801,8662437.62,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,KY ST CABINET FOR HEALTH AND FAMILY SERVICES,15056640,8633113.99,,Immunization and Vaccines for Children
3/24/2025,Department of Health and Human Services,Oregon Health Authority,33925082,8444583.55,,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities"
3/24/2025,Department of Health and Human Services,Maine St. Department of Health and Human Services,52673451,8387399.8,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,NJ ST DEPARTMENT OF HUMAN SERVICES,22649212,8247734,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,TX DEPT OF STATE HEALTH SERVICES,38950306,8182717,,"Texas Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities"
3/23/2025,Department of Health and Human Services,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,61875620,8176934,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,SD ST DEPARTMENT OF HEALTH,57932604,8049943,,"Epidemiology and Laboratory Capacity for Infectious Diseases (ELC) - Building and Strengthening Epidemiology,Laboratory and Health Information Systems Capacity in State and Local Health Departments"
3/23/2025,Department of Health and Human Services,FRED HUTCHINSON CANCER CENTER,31842477,8037749,,"Project Abstract Efforts to control the pandemic have resulted in widespread shelter-in-place orders. Transmission of SARS- CoV-2 occurs primarily through person-to-person contact and respiratory droplet transmission (Lai,2020). Household contacts of a person infected with SARS-CoV-2 are at a high risk for acquiring infection, with transmission rates ranging from approximately 10% to 15%. The majority of individuals who acquire infection from household contacts develop symptoms of COVID-19(Burke,2020) (Jing, 2020), (Bi,2020) (Li,2020b). Prophylaxis is urgently needed to reduce transmission rates and/or reduce the occurrence of symptomatic disease. Ideally, prophylaxis would need to be given as soon as possible after a known exposure, as the duration of time between symptomatic infection in the source individual and the development of symptoms in newly infected individual is thought to be approximately 5 days, with a possible range of 2 to14 days(Lauer,2020) (Li,2020a). Animal models suggest that SARS-CoV-2 RT-PCR in nasopharyngeal (NP) samples become positive within a few days after infection (Rockx,2020). An ideal agent for prophylaxis should be fast acting and highly effective and should protect against multiple viral variants. A monoclonal antibody (mAb) combination therapy, with two different monoclonal antibodies that bind distinct regions of the portion of the SARS-CoV-2 spike(S) protein that bind to and facilitate entry into host cells, has been developed in order to achieve these goals. A mAb combination against SARS-CoV-2 for post-exposure prophylaxis that can either prevent the development of disease or reduce viral acquisition or shedding could be key to reducing transmission of the virus and limiting symptoms and adverse outcomes following infection. Currently, however, there is no approved prophylaxis for COVID-19 nor for patients that are infected with SARS-CoV-2 but are asymptomatic. Given the speed at which this outbreak has spread and how it has impacted almost every community globally, there is an urgent need to develop safe and efficacious interventions to slow the spread of the SARS-CoV-2 virus and decrease adverse outcomes associated with symptomatic disease. This is a pivotal phase 3 randomized, double-blind, placebo-controlled study in adults with household contact exposure to individuals with SARS-CoV-2 infection in geographic areas with an active COVID-19 outbreak. This study is designed to assess the efficacy and safety of co-administered REGN10933+REGN10987 combination therapy (“REGN10933+REGN10987”) to reduce the proportion of SARS-CoV-2 infections and prevent the development of COVID-19 disease (symptomatic SARS-CoV2 infection), after household exposure to individuals with SARS-CoV-2 infection. Safety, tolerability, pharmacokinetics (PK), and immunogenicity of REGN10933+REGN10987 will also be evaluated."
3/23/2025,Department of Health and Human Services,NJ ST DEPARTMENT OF HUMAN SERVICES,45050958,8010373,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,"HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF",23975995,7992161,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,OREGON HEALTH AUTHORITY,16658035,7766626,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/24/2025,Department of Health and Human Services,ME ST DEPARTMENT OF HUMAN SERVICES,16027651,7699110.26,,Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,AK ST DHSS,36041076,7676942,,"Alaska Initiative to Address COVID-19 Among High Risk, Rural, and Underserved Alaskans"
3/23/2025,Department of Health and Human Services,Duke University,86836635,7524803,,"ABSTRACT There is an urgent need to reduce disparities in COVID-19 associated morbidity and mortality outcomes in historically marginalized and vulnerable populations disproportionately affected by the COVID-19 pandemic. To address this need the Rapid Acceleration of Diagnostics for Underserved Populations (RADx-UP) program will support Community-Engaged Testing Research Projects and Social, Ethical and Behavioral Implications (SEBI) Research Projects to understand SARS-CoV-2 infection patterns and increase access and effectiveness of diagnostic methods in underserved and/or vulnerable populations. The Duke Clinical Research Institute (DCRI), the UNC Center for Health Equity Research (CHER), and Community-Campus Partnerships for Health (CCPH) propose to serve as the Coordination and Data Collection Center (CDCC) to provide management, direction, and overall coordination of the RADx-UP consortium. Together, our multidisciplinary experience in project coordination; COVID-19 thought leadership; regulatory science; community engagement; health equity research; social justice; adult and child research; statistics; data science; and clinical research informatics will advance the objectives of the projects in the RADx-UP Program. Our overarching goal is to implement a community-centered approach and establish an effective, flexible, participatory, and sustainable CDCC that will serve as the infrastructure to maximize the community impact of projects in the RADx-UP Program. To achieve this vision, we will establish a program framework comprised of four cores. Our Administration and Coordination Core, in collaboration with NIH scientific staff, will facilitate the work of the RADx-UP Program in overarching administrative management. The COVID-19 Testing Core will advise and guide COVID-19 testing protocols; curate emergent testing data; and administer the Rapid Pilot Studies Program. The Community and Health System Engagement Core will support a community of practice across the RADx-UP Program; provide support in exchanging best practices across communities on recruitment, engagement, and retention of study participants; and coordinate the dissemination of study findings from RADx-UP projects. The Data Science and Biostatistics Core will manage data collection, integration, and sharing for the RADx-UP Program including merging and harmonization of multiple and diverse data sources and provide data standards, data collection design, and biostatistics consulting services. The RADx-UP CDCC goals will be met using established infrastructure and subject matter experts and will be customized to meet the variable needs of the RADx-UP community. Using the highest research standards, our team will accomplish the goals set out by the NIH in managing this critically important collaborative effort."
3/23/2025,Department of Health and Human Services,WI ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,22016587,7513467,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,FRED HUTCHINSON CANCER CENTER,21274991,7503715,,"FOA: PA-20-272: Administrative Supplements to Existing NIH Grants and Cooperative Agreements Activity Code/Award: UM1/A1068614-15 (parent award) ------------------------------------------------------------------------------------ Project Abstract This proposal outlines the scientific agenda for the COVID-19 Prevention Network (CoVPN) Vaccines Leadership Operations Center (LOC) for implementation of the COVID-19 vaccine efficacy trial entitled “A parallel-group, Phase III, multi-stage, modified double-blind, multi-armed study to assess the efficacy, safety, and immunogenicity of two SARS-CoV-2 Adjuvanted Recombinant Protein Vaccines (monovalent and bivalent) for prevention against COVID-19 in adults 18 years of age and older.” With the global COVID-19 pandemic, we recognize a significant need for vaccines that modify COVID-19 in SARS-CoV-2 infected individuals. Addressing this gap, the National Institutes of Health (NIH) led rapid constitution of the CoVPN, partnering 5 NIH supported clinical trial networks, to create an enhanced network of physician-scientists at 145 United States (US) and 71 international clinical trial sites in 17 countries dedicated to developing globally effective vaccines for SARS-CoV-2. Due to its extensive experience implementing global HIV vaccine trials over the last 20 years, the HIV Vaccine Trials Network (HVTN) LOC was selected as the LOC for CoVPN vaccine trials. This Phase 3, multi-stage, modified double-blind, placebo-controlled, multi-armed study will test the efficacy, safety and immunogenicity of Sanofi-Pasteur SARS-CoV2 prefusion Spike delta TM with AS03 adjuvant, monovalent D614 (monovalent vaccine) & SARS-CoV2 prefusion Spike delta TM with AS03 adjuvant, bivalent D614/B.1.351 (bivalent vaccine), to modify COVID-19 disease in adults 18 years of age and older. Participants will be recruited from clinical trial sites across the US and globally using data analytics to target high risk individuals with a diverse racial and ethnic profile. Participants will receive symptomatic screening for SARS-CoV-2 infection, and if they become infected will be monitored with frequent clinical check-ins and remote monitoring of vital signs. Infected individuals who progress to moderate-severe COVID-19 will be referred for hospitalization. All trial endpoint assays will be done using qualified and validated assays for diagnosis and immune monitoring. Specific aims of this study are to assess the clinical efficacy of the investigational CoV2 preS dTM recombinant protein adjuvanted with AS03 – both monovalent and bivalent (“study vaccines”) in naïve adults for the prevention of symptomatic COVID-19 occurring > 14 days after the second injection; to assess the safety of the study vaccines compared to placebo throughout the study; to assess, in participants who are SARS-CoV-2 naïve, the clinical efficacy of the CoV2 preS dTM-AS03 vaccines for prevention of the following occurring > 14 days after the second injection: prevention of SARS-CoV-2 infection, prevention of severe COVID-19; to describe the frequency & spectrum of disease in episodes of symptomatic COVID-19 in SARS-CoV-2 non-naïve adults in each study group. This efficacy trial will tell us much about the ability of two recombinant vaccines, targeting two of the most common SARS-CoV-2 variants, to induce strong adaptive protective responses. After the Novavax vaccine, this is the second large scale recombinant protein vaccine to be tested for efficacy and it is the first trial to use a bivalent vaccine including the B.1.351 variant of concern. If successful, this will be an important vaccine that can be scaled up rapidly and deployed throughout the world. The results of this trial will be used to assess registration of this vaccine product and will also provide crucial information to inform future generations of COVID-19 vaccines."
